Shipping ID,Carrier Code,Carrier Name
5057,4,UPS
5058,3,ArcBest
5059,5,Hub Group
5060,2,FedEX
5061,5,Hub Group
5062,4,UPS
5063,3,ArcBest
5064,3,ArcBest
5065,4,UPS
5066,3,ArcBest
5067,3,ArcBest
5068,4,UPS
5069,5,Hub Group
5070,3,ArcBest
5071,3,ArcBest
5072,5,Hub Group
5073,4,UPS
5074,4,UPS
5075,3,ArcBest
5076,3,ArcBest
5077,4,UPS
5078,4,UPS
5079,3,ArcBest
5080,2,FedEX
5081,5,Hub Group
5082,3,ArcBest
5083,2,FedEX
5084,3,ArcBest
5085,4,UPS
5086,4,UPS
5087,3,ArcBest
5088,2,FedEX
5089,3,ArcBest
5090,3,ArcBest
5091,4,UPS
5092,2,FedEX
5093,4,UPS
5094,3,ArcBest
5095,3,ArcBest
5096,2,FedEX
5097,5,Hub Group
5098,3,ArcBest
5099,3,ArcBest
5100,3,ArcBest
5101,3,ArcBest
5102,5,Hub Group
5103,3,ArcBest
5104,4,UPS
5105,4,UPS
5106,3,ArcBest
5107,5,Hub Group
5108,4,UPS
5109,5,Hub Group
5110,3,ArcBest
5111,3,ArcBest
5112,3,ArcBest
5113,3,ArcBest
5114,2,FedEX
5115,5,Hub Group
5116,2,FedEX
5117,3,ArcBest
5118,3,ArcBest
5119,3,ArcBest
5120,2,FedEX
5121,2,FedEX
5122,3,ArcBest
5123,3,ArcBest
5124,2,FedEX
5125,4,UPS
5126,5,Hub Group
5127,4,UPS
5128,3,ArcBest
5129,4,UPS
5130,5,Hub Group
5131,2,FedEX
5132,3,ArcBest
5133,5,Hub Group
5134,3,ArcBest
5135,2,FedEX
5136,5,Hub Group
5137,2,FedEX
5138,5,Hub Group
5139,3,ArcBest
5140,3,ArcBest
5141,4,UPS
5142,4,UPS
5143,5,Hub Group
5144,4,UPS
5145,4,UPS
5146,5,Hub Group
5147,2,FedEX
5148,2,FedEX
5149,4,UPS
5150,5,Hub Group
5151,3,ArcBest
5152,5,Hub Group
5153,5,Hub Group
5154,5,Hub Group
5155,3,ArcBest
5156,5,Hub Group
5157,4,UPS
5158,2,FedEX
5159,3,ArcBest
5160,4,UPS
5161,4,UPS
5162,5,Hub Group
5163,2,FedEX
5164,2,FedEX
5165,3,ArcBest
5166,3,ArcBest
5167,4,UPS
5168,3,ArcBest
5169,3,ArcBest
5170,5,Hub Group
5171,3,ArcBest
5172,4,UPS
5173,5,Hub Group
5174,4,UPS
5175,3,ArcBest
5176,2,FedEX
5177,3,ArcBest
5178,5,Hub Group
5179,4,UPS
5180,3,ArcBest
5181,5,Hub Group
5182,3,ArcBest
5183,4,UPS
5184,5,Hub Group
5185,4,UPS
5186,4,UPS
5187,3,ArcBest
5188,2,FedEX
5189,5,Hub Group
5190,4,UPS
5191,3,ArcBest
5192,2,FedEX
5193,3,ArcBest
5194,2,FedEX
5195,2,FedEX
5196,3,ArcBest
5197,4,UPS
5198,2,FedEX
5199,2,FedEX
5200,3,ArcBest
5201,4,UPS
5202,2,FedEX
5203,4,UPS
5204,3,ArcBest
5205,5,Hub Group
5206,4,UPS
5207,3,ArcBest
5208,3,ArcBest
5209,3,ArcBest
5210,5,Hub Group
5211,3,ArcBest
5212,5,Hub Group
5213,4,UPS
5214,2,FedEX
5215,5,Hub Group
5216,5,Hub Group
5217,2,FedEX
5218,3,ArcBest
5219,3,ArcBest
5220,4,UPS
5221,5,Hub Group
5222,4,UPS
5223,5,Hub Group
5224,2,FedEX
5225,5,Hub Group
5226,5,Hub Group
5227,5,Hub Group
5228,2,FedEX
5229,2,FedEX
5230,3,ArcBest
5231,3,ArcBest
5232,2,FedEX
5233,3,ArcBest
5234,5,Hub Group
5235,3,ArcBest
5236,2,FedEX
5237,2,FedEX
5238,5,Hub Group
5239,2,FedEX
5240,5,Hub Group
5241,4,UPS
5242,2,FedEX
5243,3,ArcBest
5244,2,FedEX
5245,2,FedEX
5246,3,ArcBest
5247,3,ArcBest
5248,5,Hub Group
5249,5,Hub Group
5250,4,UPS
5251,2,FedEX
5252,5,Hub Group
5253,2,FedEX
5254,4,UPS
5255,5,Hub Group
5256,3,ArcBest
5257,3,ArcBest
5258,2,FedEX
5259,3,ArcBest
5260,3,ArcBest
5261,3,ArcBest
5262,2,FedEX
5263,3,ArcBest
5264,5,Hub Group
5265,2,FedEX
5266,5,Hub Group
5267,5,Hub Group
5268,4,UPS
5269,2,FedEX
5270,2,FedEX
5271,3,ArcBest
5272,3,ArcBest
5273,4,UPS
5274,3,ArcBest
5275,3,ArcBest
5276,3,ArcBest
5277,3,ArcBest
5278,5,Hub Group
5279,5,Hub Group
5280,2,FedEX
5281,3,ArcBest
5282,3,ArcBest
5283,4,UPS
5284,5,Hub Group
5285,3,ArcBest
5286,2,FedEX
5287,4,UPS
5288,3,ArcBest
5289,2,FedEX
5290,3,ArcBest
5291,3,ArcBest
5292,4,UPS
5293,3,ArcBest
5294,3,ArcBest
5295,4,UPS
5296,2,FedEX
5297,4,UPS
5298,2,FedEX
5299,5,Hub Group
5300,2,FedEX
5301,4,UPS
5302,2,FedEX
5303,5,Hub Group
5304,3,ArcBest
5305,3,ArcBest
5306,4,UPS
5307,4,UPS
5308,3,ArcBest
5309,2,FedEX
5310,3,ArcBest
5311,3,ArcBest
5312,4,UPS
5313,3,ArcBest
5314,3,ArcBest
5315,2,FedEX
5316,4,UPS
5317,3,ArcBest
5318,3,ArcBest
5319,3,ArcBest
5320,3,ArcBest
5321,3,ArcBest
5322,4,UPS
5323,5,Hub Group
5324,3,ArcBest
5325,4,UPS
5326,4,UPS
5327,3,ArcBest
5328,5,Hub Group
5329,4,UPS
5330,4,UPS
5331,4,UPS
5332,3,ArcBest
5333,4,UPS
5334,3,ArcBest
5335,4,UPS
5336,2,FedEX
5337,3,ArcBest
5338,2,FedEX
5339,2,FedEX
5340,5,Hub Group
5341,3,ArcBest
5342,4,UPS
5343,5,Hub Group
5344,2,FedEX
5345,3,ArcBest
5346,4,UPS
5347,3,ArcBest
5348,3,ArcBest
5349,4,UPS
5350,4,UPS
5351,2,FedEX
5352,3,ArcBest
5353,2,FedEX
5354,5,Hub Group
5355,4,UPS
5356,2,FedEX
5357,3,ArcBest
5358,5,Hub Group
5359,2,FedEX
5360,3,ArcBest
5361,4,UPS
5362,2,FedEX
5363,3,ArcBest
5364,4,UPS
5365,4,UPS
5366,4,UPS
5367,3,ArcBest
5368,3,ArcBest
5369,5,Hub Group
5370,2,FedEX
5371,3,ArcBest
5372,5,Hub Group
5373,5,Hub Group
5374,3,ArcBest
5375,4,UPS
5376,3,ArcBest
5377,3,ArcBest
5378,3,ArcBest
5379,4,UPS
5380,5,Hub Group
5381,5,Hub Group
5382,2,FedEX
5383,2,FedEX
5384,5,Hub Group
5385,3,ArcBest
5386,3,ArcBest
5387,5,Hub Group
5388,5,Hub Group
5389,3,ArcBest
5390,4,UPS
5391,2,FedEX
5392,4,UPS
5393,5,Hub Group
5394,3,ArcBest
5395,5,Hub Group
5396,3,ArcBest
5397,2,FedEX
5398,4,UPS
5399,4,UPS
5400,2,FedEX
5401,4,UPS
5402,4,UPS
5403,3,ArcBest
5404,5,Hub Group
5405,2,FedEX
5406,2,FedEX
5407,4,UPS
5408,4,UPS
5409,3,ArcBest
5410,4,UPS
5411,3,ArcBest
5412,4,UPS
5413,5,Hub Group
5414,4,UPS
5415,3,ArcBest
5416,3,ArcBest
5417,4,UPS
5418,5,Hub Group
5419,2,FedEX
5420,4,UPS
5421,3,ArcBest
5422,4,UPS
5423,3,ArcBest
5424,3,ArcBest
5425,2,FedEX
5426,4,UPS
5427,4,UPS
5428,5,Hub Group
5429,2,FedEX
5430,3,ArcBest
5431,5,Hub Group
5432,3,ArcBest
5433,3,ArcBest
5434,5,Hub Group
5435,2,FedEX
5436,3,ArcBest
5437,4,UPS
5438,4,UPS
5439,4,UPS
5440,3,ArcBest
5441,4,UPS
5442,3,ArcBest
5443,3,ArcBest
5444,3,ArcBest
5445,3,ArcBest
5446,3,ArcBest
5447,3,ArcBest
5448,3,ArcBest
5449,3,ArcBest
5450,5,Hub Group
5451,2,FedEX
5452,3,ArcBest
5453,2,FedEX
5454,2,FedEX
5455,2,FedEX
5456,3,ArcBest
5457,3,ArcBest
5458,3,ArcBest
5459,5,Hub Group
5460,4,UPS
5461,2,FedEX
5462,5,Hub Group
5463,5,Hub Group
5464,5,Hub Group
5465,3,ArcBest
5466,4,UPS
5467,4,UPS
5468,3,ArcBest
5469,4,UPS
5470,2,FedEX
5471,3,ArcBest
5472,5,Hub Group
5473,3,ArcBest
5474,4,UPS
5475,4,UPS
5476,4,UPS
5477,2,FedEX
5478,2,FedEX
5479,5,Hub Group
5480,3,ArcBest
5481,3,ArcBest
5482,3,ArcBest
5483,4,UPS
5484,3,ArcBest
5485,3,ArcBest
5486,5,Hub Group
5487,3,ArcBest
5488,3,ArcBest
5489,5,Hub Group
5490,3,ArcBest
5491,3,ArcBest
5492,2,FedEX
5493,4,UPS
5494,5,Hub Group
5495,2,FedEX
5496,3,ArcBest
5497,3,ArcBest
5498,3,ArcBest
5499,5,Hub Group
5500,2,FedEX
5501,2,FedEX
5502,3,ArcBest
5503,3,ArcBest
5504,3,ArcBest
5505,5,Hub Group
5506,3,ArcBest
5507,5,Hub Group
5508,2,FedEX
5509,2,FedEX
5510,4,UPS
5511,5,Hub Group
5512,4,UPS
5513,3,ArcBest
5514,5,Hub Group
5515,5,Hub Group
5516,2,FedEX
5517,5,Hub Group
5518,3,ArcBest
5519,5,Hub Group
5520,2,FedEX
5521,4,UPS
5522,5,Hub Group
5523,3,ArcBest
5524,5,Hub Group
5525,3,ArcBest
5526,5,Hub Group
5527,4,UPS
5528,3,ArcBest
5529,3,ArcBest
5530,4,UPS
5531,5,Hub Group
5532,3,ArcBest
5533,2,FedEX
5534,5,Hub Group
5535,3,ArcBest
5536,3,ArcBest
5537,3,ArcBest
5538,2,FedEX
5539,4,UPS
5540,3,ArcBest
5541,2,FedEX
5542,2,FedEX
5543,2,FedEX
5544,5,Hub Group
5545,3,ArcBest
5546,2,FedEX
5547,3,ArcBest
5548,5,Hub Group
5549,2,FedEX
5550,3,ArcBest
5551,4,UPS
5552,3,ArcBest
5553,4,UPS
5554,2,FedEX
5555,3,ArcBest
5556,3,ArcBest
5557,5,Hub Group
5558,5,Hub Group
5559,4,UPS
5560,3,ArcBest
5561,2,FedEX
5562,4,UPS
5563,2,FedEX
5564,5,Hub Group
5565,3,ArcBest
5566,3,ArcBest
5567,3,ArcBest
5568,2,FedEX
5569,4,UPS
5570,2,FedEX
5571,3,ArcBest
5572,4,UPS
5573,4,UPS
5574,5,Hub Group
5575,3,ArcBest
5576,5,Hub Group
5577,3,ArcBest
5578,3,ArcBest
5579,2,FedEX
5580,5,Hub Group
5581,2,FedEX
5582,3,ArcBest
5583,2,FedEX
5584,2,FedEX
5585,3,ArcBest
5586,5,Hub Group
5587,3,ArcBest
5588,3,ArcBest
5589,5,Hub Group
5590,5,Hub Group
5591,3,ArcBest
5592,4,UPS
5593,3,ArcBest
5594,4,UPS
5595,3,ArcBest
5596,5,Hub Group
5597,2,FedEX
5598,2,FedEX
5599,5,Hub Group
5600,4,UPS
5601,5,Hub Group
5602,3,ArcBest
5603,3,ArcBest
5604,2,FedEX
5605,2,FedEX
5606,3,ArcBest
5607,4,UPS
5608,5,Hub Group
5609,3,ArcBest
5610,4,UPS
5611,2,FedEX
5612,3,ArcBest
5613,3,ArcBest
5614,5,Hub Group
5615,3,ArcBest
5616,4,UPS
5617,3,ArcBest
5618,2,FedEX
5619,3,ArcBest
5620,4,UPS
5621,4,UPS
5622,3,ArcBest
5623,2,FedEX
5624,5,Hub Group
5625,3,ArcBest
5626,2,FedEX
5627,3,ArcBest
5628,5,Hub Group
5629,2,FedEX
5630,3,ArcBest
5631,3,ArcBest
5632,2,FedEX
5633,3,ArcBest
5634,3,ArcBest
5635,2,FedEX
5636,2,FedEX
5637,5,Hub Group
5638,2,FedEX
5639,2,FedEX
5640,3,ArcBest
5641,4,UPS
5642,4,UPS
5643,3,ArcBest
5644,2,FedEX
5645,4,UPS
5646,3,ArcBest
5647,4,UPS
5648,5,Hub Group
5649,4,UPS
5650,4,UPS
5651,4,UPS
5652,3,ArcBest
5653,5,Hub Group
5654,2,FedEX
5655,3,ArcBest
5656,3,ArcBest
5657,5,Hub Group
5658,2,FedEX
5659,3,ArcBest
5660,3,ArcBest
5661,3,ArcBest
5662,2,FedEX
5663,3,ArcBest
5664,3,ArcBest
5665,4,UPS
5666,5,Hub Group
5667,2,FedEX
5668,5,Hub Group
5669,2,FedEX
5670,4,UPS
5671,3,ArcBest
5672,2,FedEX
5673,4,UPS
5674,3,ArcBest
5675,2,FedEX
5676,2,FedEX
5677,4,UPS
5678,5,Hub Group
5679,3,ArcBest
5680,3,ArcBest
5681,3,ArcBest
5682,3,ArcBest
5683,4,UPS
5684,5,Hub Group
5685,3,ArcBest
5686,5,Hub Group
5687,5,Hub Group
5688,3,ArcBest
5689,5,Hub Group
5690,5,Hub Group
5691,2,FedEX
5692,4,UPS
5693,3,ArcBest
5694,4,UPS
5695,3,ArcBest
5696,4,UPS
5697,3,ArcBest
5698,5,Hub Group
5699,2,FedEX
5700,3,ArcBest
5701,3,ArcBest
5702,5,Hub Group
5703,4,UPS
5704,4,UPS
5705,4,UPS
5706,4,UPS
5707,3,ArcBest
5708,3,ArcBest
5709,3,ArcBest
5710,3,ArcBest
5711,3,ArcBest
5712,5,Hub Group
5713,2,FedEX
5714,3,ArcBest
5715,2,FedEX
5716,3,ArcBest
5717,4,UPS
5718,2,FedEX
5719,3,ArcBest
5720,5,Hub Group
5721,3,ArcBest
5722,2,FedEX
5723,3,ArcBest
5724,3,ArcBest
5725,5,Hub Group
5726,3,ArcBest
5727,4,UPS
5728,3,ArcBest
5729,3,ArcBest
5730,4,UPS
5731,4,UPS
5732,4,UPS
5733,2,FedEX
5734,2,FedEX
5735,3,ArcBest
5736,3,ArcBest
5737,5,Hub Group
5738,2,FedEX
5739,4,UPS
5740,4,UPS
5741,4,UPS
5742,3,ArcBest
5743,4,UPS
5744,3,ArcBest
5745,2,FedEX
5746,3,ArcBest
5747,2,FedEX
5748,2,FedEX
5749,4,UPS
5750,4,UPS
5751,3,ArcBest
5752,3,ArcBest
5753,5,Hub Group
5754,2,FedEX
5755,3,ArcBest
5756,3,ArcBest
5757,2,FedEX
5758,3,ArcBest
5759,3,ArcBest
5760,5,Hub Group
5761,5,Hub Group
5762,3,ArcBest
5763,3,ArcBest
5764,3,ArcBest
5765,3,ArcBest
5766,2,FedEX
5767,4,UPS
5768,5,Hub Group
5769,2,FedEX
5770,3,ArcBest
5771,3,ArcBest
5772,3,ArcBest
5773,3,ArcBest
5774,4,UPS
5775,5,Hub Group
5776,2,FedEX
5777,3,ArcBest
5778,3,ArcBest
5779,3,ArcBest
5780,3,ArcBest
5781,5,Hub Group
5782,4,UPS
5783,3,ArcBest
5784,3,ArcBest
5785,4,UPS
5786,2,FedEX
5787,3,ArcBest
5788,2,FedEX
5789,3,ArcBest
5790,2,FedEX
5791,4,UPS
5792,4,UPS
5793,4,UPS
5794,2,FedEX
5795,3,ArcBest
5796,2,FedEX
5797,5,Hub Group
5798,5,Hub Group
5799,3,ArcBest
5800,3,ArcBest
5801,3,ArcBest
5802,2,FedEX
5803,3,ArcBest
5804,3,ArcBest
5805,5,Hub Group
5806,5,Hub Group
5807,5,Hub Group
5808,3,ArcBest
5809,4,UPS
5810,5,Hub Group
5811,3,ArcBest
5812,4,UPS
5813,4,UPS
5814,3,ArcBest
5815,3,ArcBest
5816,2,FedEX
5817,5,Hub Group
5818,2,FedEX
5819,2,FedEX
5820,4,UPS
5821,3,ArcBest
5822,3,ArcBest
5823,5,Hub Group
5824,3,ArcBest
5825,2,FedEX
5826,3,ArcBest
5827,3,ArcBest
5828,3,ArcBest
5829,5,Hub Group
5830,3,ArcBest
5831,3,ArcBest
5832,4,UPS
5833,3,ArcBest
5834,4,UPS
5835,4,UPS
5836,4,UPS
5837,3,ArcBest
5838,4,UPS
5839,5,Hub Group
5840,3,ArcBest
5841,3,ArcBest
5842,4,UPS
5843,3,ArcBest
5844,4,UPS
5845,2,FedEX
5846,3,ArcBest
5847,2,FedEX
5848,2,FedEX
5849,2,FedEX
5850,5,Hub Group
5851,5,Hub Group
5852,3,ArcBest
5853,5,Hub Group
5854,4,UPS
5855,2,FedEX
5856,3,ArcBest
5857,4,UPS
5858,3,ArcBest
5859,5,Hub Group
5860,3,ArcBest
5861,2,FedEX
5862,2,FedEX
5863,2,FedEX
5864,2,FedEX
5865,5,Hub Group
5866,3,ArcBest
5867,2,FedEX
5868,3,ArcBest
5869,4,UPS
5870,5,Hub Group
5871,4,UPS
5872,5,Hub Group
5873,2,FedEX
5874,2,FedEX
5875,5,Hub Group
5876,5,Hub Group
5877,2,FedEX
5878,3,ArcBest
5879,2,FedEX
5880,3,ArcBest
5881,4,UPS
5882,4,UPS
5883,5,Hub Group
5884,2,FedEX
5885,4,UPS
5886,3,ArcBest
5887,4,UPS
5888,4,UPS
5889,3,ArcBest
5890,2,FedEX
5891,5,Hub Group
5892,3,ArcBest
5893,2,FedEX
5894,2,FedEX
5895,2,FedEX
5896,5,Hub Group
5897,3,ArcBest
5898,3,ArcBest
5899,2,FedEX
5900,4,UPS
5901,3,ArcBest
5902,3,ArcBest
5903,3,ArcBest
5904,4,UPS
5905,4,UPS
5906,3,ArcBest
5907,3,ArcBest
5908,2,FedEX
5909,3,ArcBest
5910,2,FedEX
5911,5,Hub Group
5912,3,ArcBest
5913,5,Hub Group
5914,3,ArcBest
5915,3,ArcBest
5916,2,FedEX
5917,4,UPS
5918,3,ArcBest
5919,3,ArcBest
5920,5,Hub Group
5921,3,ArcBest
5922,3,ArcBest
5923,3,ArcBest
5924,3,ArcBest
5925,3,ArcBest
5926,3,ArcBest
5927,2,FedEX
5928,5,Hub Group
5929,3,ArcBest
5930,3,ArcBest
5931,5,Hub Group
5932,4,UPS
5933,4,UPS
5934,4,UPS
5935,3,ArcBest
5936,3,ArcBest
5937,4,UPS
5938,2,FedEX
5939,4,UPS
5940,5,Hub Group
5941,3,ArcBest
5942,3,ArcBest
5943,3,ArcBest
5944,3,ArcBest
5945,4,UPS
5946,3,ArcBest
5947,3,ArcBest
5948,3,ArcBest
5949,3,ArcBest
5950,3,ArcBest
5951,2,FedEX
5952,5,Hub Group
5953,3,ArcBest
5954,5,Hub Group
5955,3,ArcBest
5956,4,UPS
5957,3,ArcBest
5958,2,FedEX
5959,5,Hub Group
5960,4,UPS
5961,4,UPS
5962,3,ArcBest
5963,3,ArcBest
5964,5,Hub Group
5965,3,ArcBest
5966,3,ArcBest
5967,3,ArcBest
5968,5,Hub Group
5969,2,FedEX
5970,4,UPS
5971,3,ArcBest
5972,4,UPS
5973,2,FedEX
5974,4,UPS
5975,5,Hub Group
5976,5,Hub Group
5977,3,ArcBest
5978,3,ArcBest
5979,2,FedEX
5980,3,ArcBest
5981,2,FedEX
5982,4,UPS
5983,5,Hub Group
5984,3,ArcBest
5985,5,Hub Group
5986,2,FedEX
5987,4,UPS
5988,2,FedEX
5989,2,FedEX
5990,3,ArcBest
5991,4,UPS
5992,5,Hub Group
5993,3,ArcBest
5994,3,ArcBest
5995,3,ArcBest
5996,3,ArcBest
5997,4,UPS
5998,4,UPS
5999,5,Hub Group
6000,5,Hub Group
6001,3,ArcBest
6002,4,UPS
6003,4,UPS
6004,2,FedEX
6005,5,Hub Group
6006,5,Hub Group
6007,2,FedEX
6008,3,ArcBest
6009,4,UPS
6010,4,UPS
6011,4,UPS
6012,2,FedEX
6013,3,ArcBest
6014,3,ArcBest
6015,4,UPS
6016,5,Hub Group
6017,3,ArcBest
6018,5,Hub Group
6019,3,ArcBest
6020,2,FedEX
6021,5,Hub Group
6022,5,Hub Group
6023,2,FedEX
6024,5,Hub Group
6025,4,UPS
6026,3,ArcBest
6027,2,FedEX
6028,2,FedEX
6029,3,ArcBest
6030,4,UPS
6031,4,UPS
6032,4,UPS
6033,4,UPS
6034,3,ArcBest
6035,3,ArcBest
6036,4,UPS
6037,2,FedEX
6038,3,ArcBest
6039,5,Hub Group
6040,3,ArcBest
6041,3,ArcBest
6042,3,ArcBest
6043,3,ArcBest
6044,4,UPS
6045,2,FedEX
6046,5,Hub Group
6047,3,ArcBest
6048,3,ArcBest
6049,3,ArcBest
6050,5,Hub Group
6051,5,Hub Group
6052,3,ArcBest
6053,3,ArcBest
6054,3,ArcBest
6055,5,Hub Group
6056,4,UPS
6057,4,UPS
6058,5,Hub Group
6059,5,Hub Group
6060,3,ArcBest
6061,2,FedEX
6062,2,FedEX
6063,5,Hub Group
6064,2,FedEX
6065,5,Hub Group
6066,5,Hub Group
6067,3,ArcBest
6068,3,ArcBest
6069,5,Hub Group
6070,3,ArcBest
6071,4,UPS
6072,2,FedEX
6073,4,UPS
6074,2,FedEX
6075,2,FedEX
6076,4,UPS
6077,3,ArcBest
6078,5,Hub Group
6079,2,FedEX
6080,3,ArcBest
6081,5,Hub Group
6082,5,Hub Group
6083,3,ArcBest
6084,3,ArcBest
6085,2,FedEX
6086,3,ArcBest
6087,2,FedEX
6088,2,FedEX
6089,3,ArcBest
6090,2,FedEX
6091,5,Hub Group
6092,3,ArcBest
6093,5,Hub Group
6094,5,Hub Group
6095,4,UPS
6096,2,FedEX
6097,3,ArcBest
6098,4,UPS
6099,3,ArcBest
6100,4,UPS
6101,5,Hub Group
6102,5,Hub Group
6103,5,Hub Group
6104,5,Hub Group
6105,3,ArcBest
6106,3,ArcBest
6107,3,ArcBest
6108,3,ArcBest
6109,3,ArcBest
6110,3,ArcBest
6111,3,ArcBest
6112,3,ArcBest
6113,3,ArcBest
6114,3,ArcBest
6115,3,ArcBest
6116,2,FedEX
6117,2,FedEX
6118,4,UPS
6119,5,Hub Group
6120,2,FedEX
6121,5,Hub Group
6122,4,UPS
6123,4,UPS
6124,4,UPS
6125,3,ArcBest
6126,3,ArcBest
6127,3,ArcBest
6128,2,FedEX
6129,3,ArcBest
6130,2,FedEX
6131,4,UPS
6132,3,ArcBest
6133,2,FedEX
6134,3,ArcBest
6135,3,ArcBest
6136,3,ArcBest
6137,3,ArcBest
6138,2,FedEX
6139,2,FedEX
6140,3,ArcBest
6141,5,Hub Group
6142,2,FedEX
6143,4,UPS
6144,3,ArcBest
6145,3,ArcBest
6146,5,Hub Group
6147,4,UPS
6148,3,ArcBest
6149,4,UPS
6150,4,UPS
6151,3,ArcBest
6152,3,ArcBest
6153,3,ArcBest
6154,5,Hub Group
6155,4,UPS
6156,5,Hub Group
6157,3,ArcBest
6158,2,FedEX
6159,3,ArcBest
6160,4,UPS
6161,4,UPS
6162,4,UPS
6163,3,ArcBest
6164,2,FedEX
6165,3,ArcBest
6166,3,ArcBest
6167,3,ArcBest
6168,5,Hub Group
6169,3,ArcBest
6170,3,ArcBest
6171,3,ArcBest
6172,5,Hub Group
6173,4,UPS
6174,4,UPS
6175,5,Hub Group
6176,4,UPS
6177,5,Hub Group
6178,5,Hub Group
6179,5,Hub Group
6180,3,ArcBest
6181,2,FedEX
6182,2,FedEX
6183,2,FedEX
6184,5,Hub Group
6185,2,FedEX
6186,5,Hub Group
6187,3,ArcBest
6188,3,ArcBest
6189,2,FedEX
6190,3,ArcBest
6191,2,FedEX
6192,3,ArcBest
6193,3,ArcBest
6194,4,UPS
6195,4,UPS
6196,2,FedEX
6197,3,ArcBest
6198,4,UPS
6199,3,ArcBest
6200,3,ArcBest
6201,3,ArcBest
6202,4,UPS
6203,4,UPS
6204,5,Hub Group
6205,3,ArcBest
6206,3,ArcBest
6207,4,UPS
6208,4,UPS
6209,4,UPS
6210,4,UPS
6211,4,UPS
6212,5,Hub Group
6213,4,UPS
6214,2,FedEX
6215,5,Hub Group
6216,4,UPS
6217,2,FedEX
6218,3,ArcBest
6219,3,ArcBest
6220,4,UPS
6221,3,ArcBest
6222,3,ArcBest
6223,2,FedEX
6224,3,ArcBest
6225,2,FedEX
6226,3,ArcBest
6227,2,FedEX
6228,3,ArcBest
6229,2,FedEX
6230,3,ArcBest
6231,3,ArcBest
6232,3,ArcBest
6233,3,ArcBest
6234,5,Hub Group
6235,2,FedEX
6236,3,ArcBest
6237,3,ArcBest
6238,4,UPS
6239,3,ArcBest
6240,3,ArcBest
6241,2,FedEX
6242,2,FedEX
6243,2,FedEX
6244,4,UPS
6245,4,UPS
6246,5,Hub Group
6247,5,Hub Group
6248,3,ArcBest
6249,3,ArcBest
6250,3,ArcBest
6251,4,UPS
6252,4,UPS
6253,5,Hub Group
6254,3,ArcBest
6255,5,Hub Group
6256,2,FedEX
6257,5,Hub Group
6258,5,Hub Group
6259,5,Hub Group
6260,2,FedEX
6261,3,ArcBest
6262,4,UPS
6263,3,ArcBest
6264,3,ArcBest
6265,5,Hub Group
6266,5,Hub Group
6267,3,ArcBest
6268,3,ArcBest
6269,5,Hub Group
6270,2,FedEX
6271,5,Hub Group
6272,2,FedEX
6273,5,Hub Group
6274,3,ArcBest
6275,4,UPS
6276,3,ArcBest
6277,2,FedEX
6278,3,ArcBest
6279,3,ArcBest
6280,3,ArcBest
6281,3,ArcBest
6282,3,ArcBest
6283,4,UPS
6284,3,ArcBest
6285,3,ArcBest
6286,4,UPS
6287,3,ArcBest
6288,5,Hub Group
6289,2,FedEX
6290,3,ArcBest
6291,3,ArcBest
6292,3,ArcBest
6293,4,UPS
6294,2,FedEX
6295,3,ArcBest
6296,3,ArcBest
6297,3,ArcBest
6298,3,ArcBest
6299,3,ArcBest
6300,3,ArcBest
6301,5,Hub Group
6302,2,FedEX
6303,4,UPS
6304,4,UPS
6305,4,UPS
6306,2,FedEX
6307,3,ArcBest
6308,2,FedEX
6309,3,ArcBest
6310,5,Hub Group
6311,3,ArcBest
6312,3,ArcBest
6313,2,FedEX
6314,3,ArcBest
6315,4,UPS
6316,2,FedEX
6317,3,ArcBest
6318,5,Hub Group
6319,3,ArcBest
6320,2,FedEX
6321,3,ArcBest
6322,2,FedEX
6323,3,ArcBest
6324,2,FedEX
6325,4,UPS
6326,2,FedEX
6327,5,Hub Group
6328,2,FedEX
6329,3,ArcBest
6330,3,ArcBest
6331,3,ArcBest
6332,2,FedEX
6333,2,FedEX
6334,4,UPS
6335,2,FedEX
6336,4,UPS
6337,3,ArcBest
6338,5,Hub Group
6339,3,ArcBest
6340,3,ArcBest
6341,2,FedEX
6342,4,UPS
6343,3,ArcBest
6344,4,UPS
6345,3,ArcBest
6346,2,FedEX
6347,3,ArcBest
6348,5,Hub Group
6349,4,UPS
6350,5,Hub Group
6351,4,UPS
6352,2,FedEX
6353,3,ArcBest
6354,4,UPS
6355,5,Hub Group
6356,3,ArcBest
6357,3,ArcBest
6358,3,ArcBest
6359,3,ArcBest
6360,3,ArcBest
6361,3,ArcBest
6362,3,ArcBest
6363,2,FedEX
6364,3,ArcBest
6365,2,FedEX
6366,5,Hub Group
6367,4,UPS
6368,3,ArcBest
6369,5,Hub Group
6370,3,ArcBest
6371,3,ArcBest
6372,4,UPS
6373,2,FedEX
6374,5,Hub Group
6375,4,UPS
6376,3,ArcBest
6377,3,ArcBest
6378,5,Hub Group
6379,5,Hub Group
6380,2,FedEX
6381,3,ArcBest
6382,4,UPS
6383,3,ArcBest
6384,5,Hub Group
6385,3,ArcBest
6386,3,ArcBest
6387,2,FedEX
6388,3,ArcBest
6389,2,FedEX
6390,3,ArcBest
6391,3,ArcBest
6392,3,ArcBest
6393,5,Hub Group
6394,5,Hub Group
6395,5,Hub Group
6396,3,ArcBest
6397,4,UPS
6398,3,ArcBest
6399,3,ArcBest
6400,3,ArcBest
6401,4,UPS
6402,2,FedEX
