Product ID,Category Code,Category Name,Sub-Category Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail
1009,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,33316,ARROW SLOE GIN,12,750,4.74,7.11
1010,1031200,VODKA,AMERICAN FLAVORED VODKA,40331,DEEP EDDY SWEET TEA,12,750,9,13.5
1011,1032100,VODKA,IMPORTED VODKAS,34425,GREY GOOSE VODKA,6,1750,35.42,53.13
1012,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,16516,ANCIENT AGE BOURBON,12,750,6.16,9.24
1013,1032200,VODKA,IMPORTED FLAVORED VODKA,75165,KETEL ONE BOTANICAL CUCUMBER & MINT,12,750,12.5,18.75
1014,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64996,FRANGELICO LIQUEUR,12,750,14.5,21.75
1015,1012200,WHISKEY,SCOTCH WHISKIES,4611,THE DALMORE PORT WOOD RESERVE,6,750,50,75
1016,1052100,BRANDY,IMPORTED BRANDIES,51714,TAKOVO VILJAMOVKA WILLIAMS PEAR BRANDY,6,750,17.5,26.25
1017,1081400,VODKA,AMERICAN SCHNAPPS,84457,PARAMOUNT PEACH SCHNAPPS,12,1000,5.42,8.13
1018,1031200,VODKA,AMERICAN FLAVORED VODKA,40804,SKYY INFUSIONS CITRUS,12,750,9.01,13.52
1019,1042100,GIN,IMPORTED DRY GINS,28086,BEEFEATER GIN,12,750,10.99,16.49
1020,1062200,RUM,WHITE RUM,72505,BLUE OX SILVER RUM,6,1750,6.5,9.75
1021,1012100,WHISKEY,CANADIAN WHISKIES,11588,BLACK VELVET RESERVE,6,1750,12.99,19.49
1022,1071100,COCKTAIL,COCKTAILS /RTD,57158,CHI-CHI'S STRAWBERRY MARGARITA W/TEQUILA,6,1750,6.5,9.75
1023,1042100,GIN,IMPORTED DRY GINS,28905,THE BOTANIST ISLAY DRY GIN,6,750,19.99,29.99
1024,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64636,CAMPARI ITALIAN APERITIVO,12,750,15,22.5
1025,1011400,WHISKEY,TENNESSEE WHISKIES,26589,GENTLEMAN JACK,6,1750,35.24,52.86
1026,1012300,WHISKEY,SINGLE MALT SCOTCH,4636,BOWMORE 12 YR SINGLE MALT SCOTCH,6,750,27.29,40.94
1027,1071100,COCKTAIL,COCKTAILS /RTD,59037,DESERT ISLAND LONG ISLAND ICE TEA COCKTAIL,12,1000,4.03,6.05
1028,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,77776,WILD TURKEY AMERICAN HONEY,12,750,10.5,15.75
1029,1042100,GIN,IMPORTED DRY GINS,28770,OPIHR GIN,6,750,15.34,23.01
1030,1041100,GIN,AMERICAN DRY GINS,29996,FIVE O'CLOCK GIN,12,750,3.46,5.19
1031,1081400,VODKA,AMERICAN SCHNAPPS,84636,PHILLIPS HOT 100 CINNAMON SCHNAPPS,12,750,7.45,11.18
1032,1012100,WHISKEY,CANADIAN WHISKIES,13388,NORTHERN LIGHT,6,1750,8.72,13.08
1033,1041100,GIN,AMERICAN DRY GINS,30236,GILBEY'S GIN LONDON DRY,12,750,4.72,7.08
1034,1032200,VODKA,IMPORTED FLAVORED VODKA,64572,CIROC PINEAPPLE,12,375,9.25,13.88
1035,1062500,RUM,FLAVORED RUM,43615,MALIBU LIME,12,750,7.49,11.24
1036,1052100,BRANDY,IMPORTED BRANDIES,52656,HARTLEY,12,750,5.47,8.21
1037,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,73533,DEKUYPER 03,12,750,12.07,18.11
1038,1062500,RUM,FLAVORED RUM,42242,BLUE CHAIR BAY COCONUT,12,750,9.42,14.13
1039,1081400,VODKA,AMERICAN SCHNAPPS,81966,ARROW MCDALE'S BUTTERSCOTCH SCHNAPPS,12,750,4.74,7.11
1040,1011100,WHISKEY,BLENDED WHISKIES,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1
1041,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75198,KINKY BLUE LIQUEUR,6,750,10,15
1042,1062500,RUM,FLAVORED RUM,43050,BACARDI DRAGON BERRY,12,1000,9.5,14.25
1043,1091100,SPIRIT,AMERICAN DISTILLED SPIRIT SPECIALTY,73702,EVAN WILLIAMS HONEY,12,750,7.94,11.91
1044,1081200,LIQUEURS,CREAM LIQUEURS,68126,CAROLAN'S IRISH CREAM LIQUEUR,12,750,8.2,12.3
1045,1022100,TEQUILA,MIXTO TEQUILA,89787,SAUZA GOLD,12,1000,11.55,17.33
1046,1052100,BRANDY,IMPORTED BRANDIES,48101,HENNESSY VS COGNAC MINIS,10,600,28.14,42.21
1047,1022200,TEQUILA,100% AGAVE TEQUILA,87643,FAMILIA CAMARENA SILVER,12,750,11,16.5
1048,1081400,VODKA,AMERICAN SCHNAPPS,82187,ARROW SPEARMINT SCHNAPPS,12,1000,5,7.5
1049,1071100,COCKTAIL,COCKTAILS /RTD,62061,KAHLUA FROZEN MUDSLIDE,6,1750,7.99,11.99
1050,1022200,TEQUILA,100% AGAVE TEQUILA,87416,JOSE CUERVO TRADICIONAL SILVER,12,750,15.42,23.13
1051,1031100,VODKA,AMERICAN VODKAS,37426,POPOV VODKA 80 PRF TRAVELER,12,750,4.5,6.75
1052,1012200,WHISKEY,SCOTCH WHISKIES,5635,MONKEY SHOULDER,6,750,17.5,26.25
1053,1012300,WHISKEY,SINGLE MALT SCOTCH,5133,GLENMORANGIE 10 YR SINGLE MALT SCOTCH,6,750,23.49,35.24
1054,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64000,ABSENTE,12,750,22.67,34.01
1055,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,77786,TUACA PERFECT CHILL,12,750,11.44,17.16
1056,1022200,TEQUILA,100% AGAVE TEQUILA,89846,TRES GENERACIONES ANEJO,6,750,20.99,31.49
1057,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65258,JAGERMEISTER LIQUEUR,6,1750,26.05,39.08
1058,1081600,WHISKEY,WHISKEY LIQUEUR,66199,PIEHOLE APPLE PIE MINI,12,500,4.9,7.35
1059,1041200,GIN,FLAVORED GIN,33286,SEAGRAMS PEACH TWISTED GIN,12,750,6.49,9.74
1060,1031200,VODKA,AMERICAN FLAVORED VODKA,40069,NEW AMSTERDAM MANGO,24,200,2.49,3.74
1061,1012400,WHISKEY,IRISH WHISKIES,15628,JAMESON,6,1750,31.48,47.22
1062,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75230,KINKY RED LIQUEUR,6,750,10,15
1063,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,72722,CHRISTIAN BROS HONEY,12,750,5.43,8.15
1064,1012200,WHISKEY,SCOTCH WHISKIES,5242,JOHNNIE WALKER 18YR,6,750,54.99,82.49
1065,1031200,VODKA,AMERICAN FLAVORED VODKA,40363,BURNETT'S TROPICAL PUNCH,12,750,4.48,6.72
1066,1062300,RUM,AGED DARK RUM,44486,CRUZAN DARK RUM,12,750,6.83,10.25
1067,1012200,WHISKEY,SCOTCH WHISKIES,4717,CHIVAS REGAL 12 YR,12,1000,24.99,37.49
1068,1012400,WHISKEY,IRISH WHISKIES,15884,TEELING SMALL BATCH IRISH WHISKEY,6,750,18.66,27.99
1069,1031100,VODKA,AMERICAN VODKAS,38046,SWELL ZONE VODKA,12,750,9.44,14.16
1070,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,79026,ARROW CREME DE MENTHE GREEN,12,750,4.74,7.11
1071,1031200,VODKA,AMERICAN FLAVORED VODKA,41078,JEREMIAH WEED SWEET TEA VODKA,6,1750,14.97,22.46
1072,1032200,VODKA,IMPORTED FLAVORED VODKA,34076,ABSOLUT VANILIA,12,750,11.49,17.24
1073,1031200,VODKA,AMERICAN FLAVORED VODKA,41943,360 GEORGIA PEACH VODKA,12,750,7,10.5
1074,1011100,WHISKEY,BLENDED WHISKIES,27237,DRIFTLESS GLEN BOURBON,6,750,20,30
1075,1012300,WHISKEY,SINGLE MALT SCOTCH,6316,TOMATIN SINGLE MALT,6,750,17.8,26.7
1076,1082200,VODKA,IMPORTED SCHNAPPS,69609,DR. MCGILLICUDDY'S APPLE PIE MINI,12,500,5,7.5
1077,1062400,RUM,SPICED RUM,43027,ADMIRAL NELSON SPICED RUM,12,1000,7.28,10.92
1078,1081200,LIQUEURS,CREAM LIQUEURS,80456,RYAN'S CREAM LIQUEUR,12,750,6.7,10.05
1079,1031200,VODKA,AMERICAN FLAVORED VODKA,41326,BURNETTS CITRUS,12,750,4.48,6.72
1080,1031200,VODKA,AMERICAN FLAVORED VODKA,39753,CALIBER CITRUS VODKA,6,1750,6.92,10.38
1081,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64976,FERNET BRANCA LIQUEUR,6,750,17.24,25.86
1082,1052100,BRANDY,IMPORTED BRANDIES,48122,HENNESSY XO COGNAC,12,750,99.99,149.99
1083,1012300,WHISKEY,SINGLE MALT SCOTCH,4084,ABERLOUR 12 YEAR SINGLE MALT SCOTCH,6,750,27.48,41.22
1084,1062100,RUM,GOLD RUM,42666,MT. GAY ECLIPSE RUM,12,750,9.98,14.97
1085,1011100,WHISKEY,BLENDED WHISKIES,27632,CEDAR RIDGE SHORT'S WHISKEY,6,750,13.83,20.75
1086,1081200,LIQUEURS,CREAM LIQUEURS,73051,RUMCHATA MINI,12,500,8.87,13.31
1087,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,80004,BLUE CHAIR BAY PINEAPPLE RUM CREAM,12,750,9.42,14.13
1088,1051100,BRANDY,AMERICAN BRANDIES,54057,ARROW APRICOT FLAV BRANDY,12,1000,6.38,9.57
1089,1012200,WHISKEY,SCOTCH WHISKIES,6296,DOUGLAS LAING TIMOROUS BEASTIE,6,750,32,48
1090,1081400,VODKA,AMERICAN SCHNAPPS,82787,DEKUYPER BUTTERSHOTS,12,1000,7.87,11.81
1091,1031200,VODKA,AMERICAN FLAVORED VODKA,35527,BAKON,6,750,15,22.5
1092,1022200,TEQUILA,100% AGAVE TEQUILA,89329,HERRADURA ANJEO,6,750,29.03,43.55
1093,1032200,VODKA,IMPORTED FLAVORED VODKA,64722,CIROC PEACH,24,200,5,7.5
1094,1062200,RUM,WHITE RUM,43426,DON Q CRISTAL RUM,12,750,6.5,9.75
1095,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,26892,JACK DANIELS LEGACY EDITION 1905,12,750,17.13,25.7
1096,1031200,VODKA,AMERICAN FLAVORED VODKA,36620,NEW AMSTERDAM RASPBERRY,6,1750,14,21
1097,1051100,BRANDY,AMERICAN BRANDIES,54436,MR. BOSTON APRICOT BRANDY,12,750,4.5,6.75
1098,1022200,TEQUILA,100% AGAVE TEQUILA,89635,OLMECA REPOSADO,24,375,4.99,7.49
1099,1062500,RUM,FLAVORED RUM,72913,CAPTAIN MORGAN LOCONUT,6,750,9.06,13.59
1100,1031100,VODKA,AMERICAN VODKAS,35418,BURNETTS VODKA 80 PRF,6,1750,9.48,14.22
1101,1052100,BRANDY,IMPORTED BRANDIES,48108,HENNESSY VS COGNAC,6,1750,45.99,68.99
1102,1022100,TEQUILA,MIXTO TEQUILA,89788,SAUZA GOLD,6,1750,18.89,28.34
1103,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75195,KINKY LIQUEUR ALOHA MINI,6,50,4.84,7.26
1104,1081600,WHISKEY,WHISKEY LIQUEUR,86834,REBEL YELL ROOT BEER WHISKEY,6,750,10,15
1105,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,4044,HORNITOS REPOSADO W/GLASSES,6,750,12.07,18.11
1106,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18348,FOUR ROSES SMALL BATCH,6,750,15.17,22.76
1107,1081200,LIQUEURS,CREAM LIQUEURS,74086,GODIVA LIQUEUR,12,750,17,25.5
1108,1022200,TEQUILA,100% AGAVE TEQUILA,89443,EXOTICO REPOSADO,12,750,11,16.5
1109,1071100,COCKTAIL,COCKTAILS /RTD,57144,CHI-CHI'S WHITE RUSSIAN,6,1750,6.5,9.75
1110,1022200,TEQUILA,100% AGAVE TEQUILA,89164,DON JULIO 1942,6,750,64.99,97.49
1111,1031100,VODKA,AMERICAN VODKAS,38031,SMITHWORKS,12,750,7.49,11.24
1112,1081100,LIQUEURS,COFFEE LIQUEURS,67586,KAPALI COFFEE LIQUEUR,12,750,5.72,8.58
1113,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21598,TEN HIGH,6,1750,9.24,13.86
1114,1031200,VODKA,AMERICAN FLAVORED VODKA,36618,NEW AMSTERDAM RASPBERRY,12,750,7.5,11.25
1115,1022200,TEQUILA,100% AGAVE TEQUILA,89533,FAMILIA CAMARENA REPOSADO,12,750,11,16.5
1116,1062500,RUM,FLAVORED RUM,72912,CAPTAIN MORGAN LOCONUT MINI,12,500,4.96,7.44
1117,1062500,RUM,FLAVORED RUM,42687,MALIBU BLACK,12,750,7.99,11.99
1118,1071100,COCKTAIL,COCKTAILS /RTD,57179,CHI-CHI'S RUBY RED MARGARITA,6,1750,6.5,9.75
1119,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,498,JACK DANIELS W/2 GLASSES,6,750,15.57,23.36
1120,1031200,VODKA,AMERICAN FLAVORED VODKA,40152,DEEP EDDY CRANBERRY,12,750,9,13.5
1121,1011400,WHISKEY,TENNESSEE WHISKIES,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36
1122,1012400,WHISKEY,IRISH WHISKIES,15667,JAMESON BLACK BARREL,12,750,20.98,31.47
1123,1011100,WHISKEY,BLENDED WHISKIES,27920,BIRD DOG STRAWBERRY,6,750,10,15
1124,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18046,EVAN WILLIAMS GREEN LABEL,12,750,5.74,8.61
1125,1071100,COCKTAIL,COCKTAILS /RTD,59159,1800 ULTIMATE RASPBERRY,6,1750,10.04,15.06
1126,1011400,WHISKEY,TENNESSEE WHISKIES,86698,JACK DANIELS TENNESSEE FIRE,24,375,7.5,11.25
1127,1011100,WHISKEY,BLENDED WHISKIES,86975,STILLHOUSE BLACK BOURBON WHISKEY,12,750,14.69,22.04
1128,1012300,WHISKEY,SINGLE MALT SCOTCH,5486,MACALLAN 12 YR SINGLE MALT SCOTCH,12,750,34.99,52.49
1129,1081400,VODKA,AMERICAN SCHNAPPS,83907,MAUI BLUE HAWAIIAN SCHNAPPS,12,1000,4.54,6.81
1130,1081200,LIQUEURS,CREAM LIQUEURS,78594,ADELAIDES DREAMSICLE MINT CHOCOLATE CHIP,12,750,15.57,23.36
1131,1081400,VODKA,AMERICAN SCHNAPPS,80591,ARROW SUPER PEPPERMINT SCHNAPPS MINI,12,50,5.67,8.51
1132,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17088,BULLEIT BOURBON FRONTIER WHISKEY,6,1750,27.5,41.25
1133,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,79966,ARROW CREME DE ALMOND,12,750,4.74,7.11
1134,1071100,COCKTAIL,COCKTAILS /RTD,72501,BIRD DOG BLACKBERRY LEMONADE RTD,6,1750,9.5,14.25
1135,1081400,VODKA,AMERICAN SCHNAPPS,82126,ARROW PEACH SCHNAPPS,12,750,4.74,7.11
1136,1041100,GIN,AMERICAN DRY GINS,30247,GILBEY'S GIN LONDON DRY,12,1000,6.81,10.22
1137,1081400,VODKA,AMERICAN SCHNAPPS,83370,ICE HOLE MINT SCHNAPPS,12,750,5.15,7.73
1138,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,3611,DON JULIO BLANCO W/ LIME PRESS,6,750,27.49,41.24
1139,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64736,CITRONGE,12,750,13.75,20.63
1140,1051100,BRANDY,AMERICAN BRANDIES,53218,PAUL MASSON GRANDE AMBER BRANDY,6,1750,12,18
1141,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,71886,AMARETTO E DOLCE,12,750,3.34,5.01
1142,1071100,COCKTAIL,COCKTAILS /RTD,58860,JOSE CUERVO MANGO MARGARITA,6,1750,8.74,13.11
1143,1062500,RUM,FLAVORED RUM,43647,PARROT BAY PINEAPPLE,12,750,7.5,11.25
1144,1062500,RUM,FLAVORED RUM,43352,CAPTAIN MORGAN PINEAPPLE,12,750,8.26,12.39
1145,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,17766,EAGLE RARE,6,750,17.16,25.74
1146,1012100,WHISKEY,CANADIAN WHISKIES,13638,LORD CALVERT CANADIAN WHISKY,6,1750,9.97,14.96
1147,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,76042,MIDNIGHT MOON BLACKBERRY,6,750,11.5,17.25
1148,1071100,COCKTAIL,COCKTAILS /RTD,57148,CHI-CHI'S MARGARITA W/TEQUILA,6,1750,6.16,9.24
1149,1012300,WHISKEY,SINGLE MALT SCOTCH,5105,GLENMORANGIE QUINTA RUBAN,6,750,32.99,49.49
1150,1031200,VODKA,AMERICAN FLAVORED VODKA,41705,UV RED (CHERRY) VODKA,12,1000,7.5,11.25
1151,1042100,GIN,IMPORTED DRY GINS,28246,BOODLES BRITISH GIN LONDON DRY,12,750,11.7,17.55
1152,1031200,VODKA,AMERICAN FLAVORED VODKA,40597,NEW AMSTERDAM RED BERRY,24,200,2.49,3.74
1153,1031100,VODKA,AMERICAN VODKAS,36690,CALIBER VODKA,24,375,2.11,3.17
1154,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21480,BENCHMARK OLD NO. 8,12,750,6.38,9.57
1155,1011100,WHISKEY,BLENDED WHISKIES,27554,SEAGRAMS SEVEN CROWN DARK HONEY,12,750,7,10.5
1156,1081400,VODKA,AMERICAN SCHNAPPS,80576,ARROW PEPPERMINT SCHNAPPS,12,750,3.5,5.25
1157,1901200,SPECIAL,SPECIAL ORDER ITEMS,917914,HA ELIJAH CRAIG CASK BARREL PROOF,3,750,29.92,44.88
1158,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,22121,WILD TURKEY 81,12,750,11.4,17.1
1159,1901200,SPECIAL,SPECIAL ORDER ITEMS,918010,BUFFALO TRACE BOURBON BUY THE BARREL,12,750,13,19.5
1160,1012200,WHISKEY,SCOTCH WHISKIES,8828,LAUDER'S,6,1750,11.18,16.77
1161,1031200,VODKA,AMERICAN FLAVORED VODKA,77658,SMIRNOFF CRANBERRY,12,750,8.25,12.38
1162,1062500,RUM,FLAVORED RUM,43314,CAPTAIN MORGAN GRAPEFRUIT,12,750,8.26,12.39
1163,1031200,VODKA,AMERICAN FLAVORED VODKA,39699,NORTH FORTY PEACH VODKA,6,750,14,21
1164,1012300,WHISKEY,SINGLE MALT SCOTCH,4096,ARDBEG 10 YR ISLAY SINGLE MALT SCOTCH,6,750,26.49,39.74
1165,1012200,WHISKEY,SCOTCH WHISKIES,5327,JOHNNIE WALKER BLACK,12,1000,27.74,41.61
1166,1062500,RUM,FLAVORED RUM,43644,PARROT BAY KEY LIME,12,750,7.5,11.25
1167,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,47861,D'USSE VSOP,24,200,9.49,14.24
1168,1081600,WHISKEY,WHISKEY LIQUEUR,67264,YUKON JACK CANADIAN LIQUEUR,24,375,5.25,7.88
1169,1062200,RUM,WHITE RUM,46140,CALIBER SILVER RUM,12,750,4,6
1170,1022200,TEQUILA,100% AGAVE TEQUILA,89274,EL JIMADOR ANEJO TEQUILA,6,750,14.37,21.56
1171,1031100,VODKA,AMERICAN VODKAS,38081,PLATINUM 7X VODKA MINI,10,600,6,9
1172,1031100,VODKA,AMERICAN VODKAS,36971,NEW AMSTERDAM VODKA,6,1750,14,21
1173,1012100,WHISKEY,CANADIAN WHISKIES,10826,CROWN ROYAL XO,12,750,24.99,37.49
1174,1012200,WHISKEY,SCOTCH WHISKIES,5329,JOHNNIE WALKER BLUE,6,750,130,195
1175,1031100,VODKA,AMERICAN VODKAS,35416,BURNETTS VODKA 80 PRF,12,750,4.48,6.72
1176,1032200,VODKA,IMPORTED FLAVORED VODKA,64921,CIROC FRENCH VANILLA,24,200,4.5,6.75
1177,1062100,RUM,GOLD RUM,43618,BACARDI ANEJO CUATRO,12,750,9.99,14.99
1178,1011400,WHISKEY,TENNESSEE WHISKIES,86692,JACK DANIELS TENNESSEE FIRE,12,750,15.57,23.36
1179,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,27560,STRANAHAN'S COLORADO WHISKEY,6,750,29.12,43.68
1180,1052100,BRANDY,IMPORTED BRANDIES,48107,HENNESSY VS,12,1000,22.49,33.74
1181,1041100,GIN,AMERICAN DRY GINS,30036,FIVE O'CLOCK GIN,12,750,3.46,5.19
1182,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,20247,OLD CROW,12,1000,4.98,7.47
1183,1081200,LIQUEURS,CREAM LIQUEURS,80447,RUMCOQUI,6,750,10,15
1184,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,10784,CROWN ROYAL SALTED CARAMEL,12,750,15.59,23.39
1185,1031200,VODKA,AMERICAN FLAVORED VODKA,41500,HAWKEYE BLUE RASPBERRY VODKA,12,1000,5.01,7.52
1186,1031100,VODKA,AMERICAN VODKAS,38581,WISCONSIN CLUB,6,1750,6.5,9.75
1187,1082200,VODKA,IMPORTED SCHNAPPS,69713,DR. MCGILLICUDDY'S PEACH MINI,12,500,5,7.5
1188,1031200,VODKA,AMERICAN FLAVORED VODKA,939915,NEW AMSTERDAM APPLE MINI,10,50,5.54,8.31
1189,1012200,WHISKEY,SCOTCH WHISKIES,4716,CHIVAS REGAL 12 YR,12,750,18.49,27.74
1190,1031200,VODKA,AMERICAN FLAVORED VODKA,41279,BURNETTS GRAPE VODKA,12,750,4.48,6.72
1191,1011400,WHISKEY,TENNESSEE WHISKIES,86691,JACK DANIELS TENNESSEE FIRE MINI,12,500,9.06,13.59
1192,1051100,BRANDY,AMERICAN BRANDIES,73762,E & J PEACH BRANDY,12,750,6,9
1193,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100639,CROWN ROYAL DELUXE W/NFL JERSEY BAG,12,750,15.59,23.39
1194,1081200,LIQUEURS,CREAM LIQUEURS,78593,ADELAIDES DREAMSICLE MINT CHOCOLATE CHIP MINI,10,50,17.28,25.92
1195,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,68040,BAILEYS PUMPKIN SPICE MINI,4,1000,25.24,37.86
1196,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18604,HIGH WEST,6,750,21,31.5
1197,1032200,VODKA,IMPORTED FLAVORED VODKA,75181,KETEL ONE BOTANICAL GRAPEFRUIT & ROSE,12,750,12.5,18.75
1198,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64250,AVERNA AMARO,6,750,16.5,24.75
1199,1011100,WHISKEY,BLENDED WHISKIES,27891,BIRD DOG RUBY RED GRAPEFRUIT MINI,5,600,5.8,8.7
1200,1012100,WHISKEY,CANADIAN WHISKIES,10793,CROWN ROYAL VANILLA,6,1750,31.99,47.99
1201,1051100,BRANDY,AMERICAN BRANDIES,54447,PARAMOUNT APRICOT FLAVORED BRANDY,12,1000,6.53,9.8
1202,1032200,VODKA,IMPORTED FLAVORED VODKA,34839,SVEDKA CITRON VODKA,12,750,8.25,12.38
1203,1081200,LIQUEURS,CREAM LIQUEURS,80130,EZRA BROOKS BOURBON CREAM,12,750,8.5,12.75
1204,1081200,LIQUEURS,CREAM LIQUEURS,80485,TIPPY COW CHOCOLATE,6,750,10,15
1205,1031100,VODKA,AMERICAN VODKAS,36124,DEEP EDDY STRAIGHT VODKA,6,1750,14,21
1206,1022200,TEQUILA,100% AGAVE TEQUILA,89838,HORNITOS REPOSADO,6,1750,23.62,35.43
1207,1012100,WHISKEY,CANADIAN WHISKIES,12408,CANADIAN LTD WHISKY,6,1750,8.14,12.21
1208,1032200,VODKA,IMPORTED FLAVORED VODKA,75183,KETEL ONE BOTANICAL PEACH & ORANGE BLOSSOM,12,750,12.5,18.75
1209,1062200,RUM,WHITE RUM,46939,STEEL DRUM,12,750,12.09,18.14
1210,1011400,WHISKEY,TENNESSEE WHISKIES,86669,JACK DANIELS TENNESSEE HONEY,24,375,7.5,11.25
1211,1031200,VODKA,AMERICAN FLAVORED VODKA,39706,WESTERN SON WATERMELON VODKA MINI,6,50,4.83,7.25
1212,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75218,KINKY GREEN LIQUEUR MINI,6,500,4.84,7.26
1213,1012200,WHISKEY,SCOTCH WHISKIES,5325,JOHNNIE WALKER BLACK,24,375,11.5,17.25
1214,1011100,WHISKEY,BLENDED WHISKIES,25866,STONE BREAKER,6,750,25,37.5
1215,1031100,VODKA,AMERICAN VODKAS,36873,BLUE OX VODKA,12,750,3,4.5
1216,1071100,COCKTAIL,COCKTAILS /RTD,71529,TOOTERS ALA BAMA SLAMA,12,375,6,9
1217,1031200,VODKA,AMERICAN FLAVORED VODKA,39939,SKYY INFUSIONS TROPICAL MANGO,12,750,9.01,13.52
1218,1041100,GIN,AMERICAN DRY GINS,30527,HAWKEYE GIN,12,1000,4.23,6.35
1219,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64601,CARAVELLA LIMONCELLO,6,750,11.25,16.88
1220,1031100,VODKA,AMERICAN VODKAS,36875,BLUE OX VODKA,6,1750,6.5,9.75
1221,1062500,RUM,FLAVORED RUM,43501,BACARDI RASPBERRY,12,750,8.25,12.38
1222,1062200,RUM,WHITE RUM,43126,BACARDI SUPERIOR,12,750,8.26,12.39
1223,1031200,VODKA,AMERICAN FLAVORED VODKA,41670,BURNETTS BLUE RASPBERRY,12,750,4.48,6.72
1224,1012100,WHISKEY,CANADIAN WHISKIES,11346,SEAGRAMS VO CANADIAN WHISKEY,12,750,7.5,11.25
1225,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21598,TEN HIGH,6,1750,8.58,12.87
1226,1062500,RUM,FLAVORED RUM,44419,CRUZAN BLACK CHERRY,12,750,6.83,10.25
1227,1032100,VODKA,IMPORTED VODKAS,34008,ABSOLUT SWEDISH VODKA 80PRF,6,1750,19.99,29.99
1228,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,2229,CHRISTIAN BROS HOLIDAY NOG,12,750,4.47,6.71
1229,1062400,RUM,SPICED RUM,45887,SAILOR JERRY SPICED NAVY RUM,12,1000,11.78,17.67
1230,1012100,WHISKEY,CANADIAN WHISKIES,11298,CROWN ROYAL,6,1750,31.99,47.99
1231,1011100,WHISKEY,BLENDED WHISKIES,24156,HAWKEYE BLEND WHISKEY,12,750,3.5,5.25
1232,1012100,WHISKEY,CANADIAN WHISKIES,10626,CANADIAN CLUB WHISKY,12,750,8,12
1233,1022100,TEQUILA,MIXTO TEQUILA,89193,JOSE CUERVO ESPECIAL REPOSADO,48,200,3,4.5
1234,1031200,VODKA,AMERICAN FLAVORED VODKA,39650,WESTERN SON LIME MINI,6,500,4.83,7.25
1235,1022100,TEQUILA,MIXTO TEQUILA,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,11.07,16.61
1236,1011100,WHISKEY,BLENDED WHISKIES,25608,SEAGRAMS 7 CROWN,6,1750,12.96,19.44
1237,1032100,VODKA,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,600,7.92,11.88
1238,1012100,WHISKEY,CANADIAN WHISKIES,11290,CROWN ROYAL MINI,10,300,7.35,11.03
1239,1041100,GIN,AMERICAN DRY GINS,29728,CALVERT GIN,6,1750,7.17,10.76
