Invoice/Item Number,Date,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Store ID,Product ID,Vendor ID,Shipping ID
INV-34418000005,4/6/2018,12,247.56,9,2.37,718,895,11,15587
INV-33993000051,4/6/2018,12,297,9,2.37,219,1024,88,15619
INV-34025500065,4/6/2018,12,150.12,9,2.37,34,3056,1,15626
INV-34104600008,4/6/2018,12,63,9,2.37,1352,229,7,15629
INV-34256800193,4/6/2018,12,225,9,2.37,81,1047,8,15632
INV-33930200002,4/6/2018,12,280.32,9,2.37,905,226,4,15645
INV-34574400051,4/6/2018,12,261.24,9,2.37,447,45,17,15658
INV-34299100161,4/6/2018,12,183.12,9,2.37,11,931,44,15675
INV-34136600005,4/6/2018,12,99,9,2.37,409,253,12,15711
INV-33977100002,4/6/2018,12,180,9,2.37,1558,391,23,15717
INV-34057400016,5/6/2018,12,148.56,9,2.37,312,590,6,15788
INV-34222500073,5/6/2018,12,92.76,9,2.37,244,161,1,15814
INV-33961700030,5/6/2018,12,119.76,9,2.37,326,621,41,15830
INV-34132400016,5/6/2018,12,234,9,2.37,1770,431,25,15865
INV-34021300002,5/6/2018,12,96.84,9,2.37,102,339,14,15888
INV-33990000066,5/6/2018,12,243,9,2.37,345,537,11,15896
INV-34532900017,5/6/2018,12,243,9,2.37,816,62,21,15897
INV-34090600043,5/6/2018,12,135.24,9,2.37,230,1421,24,15905
INV-34410300030,5/6/2018,12,359.88,9,2.37,551,284,19,15911
INV-34515600007,5/6/2018,12,63,9,2.37,938,229,7,15927
INV-34377600034,5/6/2018,12,120.6,9,2.37,109,210,24,15930
INV-33925100014,5/6/2018,12,59.64,9,2.37,904,814,2,15942
INV-34538600004,5/6/2018,12,180,9,2.37,848,391,23,15960
INV-35365000037,5/6/2018,12,179.88,9,2.37,248,574,27,15964
INV-35370500001,5/6/2018,12,108,9,2.37,1283,26,2,15967
INV-35343400055,5/6/2018,12,92.76,9,2.37,485,1137,1,16005
INV-35180100022,5/6/2018,12,199.32,9,2.37,1344,273,11,16013
INV-34694200032,5/6/2018,12,243,9,2.37,1271,62,21,16019
INV-35076800011,5/6/2018,12,377.88,9,2.37,358,727,26,16024
INV-35285300102,5/6/2018,12,280.32,9,2.37,229,226,4,16031
INV-34712100011,5/6/2018,12,225,9,2.37,1777,1047,8,16041
INV-34804100052,5/6/2018,12,72,9,2.37,1661,412,12,16056
INV-34797100143,5/6/2018,12,243,9,2.37,203,266,22,16061
INV-35267200025,5/6/2018,12,81,9,2.37,211,1097,2,16078
INV-35388500042,6/6/2018,12,243,9,2.37,354,3058,12,16100
INV-35402000023,6/6/2018,12,280.32,9,2.37,728,209,4,16101
INV-35089700086,6/6/2018,12,99,9,2.37,345,203,12,16108
INV-35338100007,6/6/2018,12,126,9,2.37,1154,510,1,16129
INV-35418200009,6/6/2018,12,189,9,2.37,563,1028,88,16150
INV-34873200174,6/6/2018,12,135.24,9,2.37,83,1421,24,16156
INV-35449600033,6/6/2018,12,135.24,9,2.37,345,912,24,16168
INV-35376800029,6/6/2018,12,199.32,9,2.37,395,273,11,16203
INV-34900100033,6/6/2018,12,81,9,2.37,169,1097,2,16232
INV-34871200013,6/6/2018,12,280.32,9,2.37,112,275,4,16248
INV-35122300011,6/6/2018,12,64.32,9,2.37,375,15,1,16249
INV-34921900008,6/6/2018,12,199.32,9,2.37,1785,273,11,16261
INV-35330400033,6/6/2018,12,225,9,2.37,347,3145,112,16269
INV-34651000010,6/6/2018,12,96.84,9,2.37,1786,339,14,16270
INV-34786800033,6/6/2018,12,404.88,9,2.37,65,1373,4,16289
INV-35466600020,6/6/2018,12,64.32,9,2.37,765,711,1,16321
INV-35466000021,6/6/2018,12,172.32,9,2.37,147,894,1,16341
INV-35388300002,6/6/2018,12,199.32,9,2.37,1402,273,11,16342
INV-35046500001,6/6/2018,12,377.88,9,2.37,1599,727,26,16365
INV-35401900012,6/6/2018,12,280.32,9,2.37,747,275,4,16368
INV-36101100125,6/6/2018,12,232.56,9,2.37,338,3160,21,16385
INV-35633100007,6/6/2018,12,84.12,9,2.37,37,2559,16,16410
INV-35689400015,6/6/2018,12,180,9,2.37,1502,391,23,16418
INV-35554600060,6/6/2018,12,243,9,2.37,133,62,8,16427
INV-36261800011,6/6/2018,12,59.64,9,2.37,516,112,9,16434
INV-35567200005,6/6/2018,12,199.32,9,2.37,726,215,11,16449
INV-35751500012,6/6/2018,12,280.32,9,2.37,1636,275,4,16467
INV-35548700028,7/6/2018,12,63,9,2.37,39,205,7,16474
INV-35804600059,7/6/2018,12,117,9,2.37,345,1573,8,16475
INV-36029300053,7/6/2018,12,225,9,2.37,42,2463,36,16508
INV-35590000011,7/6/2018,12,199.32,9,2.37,256,273,11,16518
INV-35574800095,7/6/2018,12,63,9,2.37,11,205,7,16544
INV-35908100008,7/6/2018,12,180,9,2.37,571,391,23,16551
INV-36147201263,7/6/2018,12,81,9,2.37,1792,3193,118,16590
INV-36108500003,7/6/2018,12,295.8,9,2.37,1055,3178,25,16591
INV-35679800041,7/6/2018,12,233.28,9,2.37,325,2621,77,16600
INV-35680600013,7/6/2018,12,60,9,2.37,1405,1215,93,16601
INV-36014800009,7/6/2018,12,287.64,9,2.37,147,1384,11,16605
INV-35743900004,7/6/2018,12,377.88,9,2.37,1449,727,26,16615
INV-35656800019,7/6/2018,12,377.88,9,2.37,551,727,26,16630
INV-36096000006,7/6/2018,12,377.88,9,2.37,600,727,26,16632
INV-35878400009,7/6/2018,12,180,9,2.37,1032,3205,16,16652
INV-35697300004,7/6/2018,12,234.24,9,2.37,1619,2943,77,16666
INV-36115200016,7/6/2018,12,73.8,9,2.37,420,1409,2,16670
INV-35544000013,7/6/2018,12,99,9,2.37,1794,203,12,16678
INV-36229100003,7/6/2018,12,157.56,9,2.37,35,3209,6,16682
INV-36259000019,7/6/2018,12,148.68,9,2.37,1556,669,22,16698
INV-35807100038,7/6/2018,12,199.32,9,2.37,30,273,11,16728
INV-36103300081,8/6/2018,12,162.24,9,2.37,165,2410,28,16755
INV-36217600021,8/6/2018,12,180,9,2.37,1804,63,18,16784
INV-35761400002,8/6/2018,12,92.76,9,2.37,108,161,1,16793
INV-37039100004,8/6/2018,12,59.64,9,2.37,759,112,9,16820
INV-36833100028,8/6/2018,12,113.4,9,2.37,172,1817,1,16878
INV-36910100001,8/6/2018,12,63,9,2.37,679,229,7,16898
INV-36369100017,8/6/2018,12,180,9,2.37,645,391,23,16902
INV-36993000071,8/6/2018,12,419.64,9,2.37,42,689,88,16931
INV-36300700038,8/6/2018,12,62.28,9,2.37,117,1030,7,16949
INV-36355200006,8/6/2018,12,148.56,9,2.37,949,1938,22,16954
INV-36846000007,11/6/2018,12,180,9,2.37,1182,391,23,16967
INV-36294400003,11/6/2018,12,180,9,2.37,905,391,23,16968
INV-36423500018,11/6/2018,12,148.68,9,2.37,349,78,22,16977
INV-36325300018,11/6/2018,12,199.32,9,2.37,159,215,11,17002
INV-36302900064,11/6/2018,12,243,9,2.37,370,62,8,17008
INV-37006700003,11/6/2018,12,162.24,9,2.37,1482,3208,28,17010
INV-36471200008,11/6/2018,12,59.64,9,2.37,334,112,9,17022
INV-36883200004,11/6/2018,12,377.88,9,2.37,1807,727,26,17069
INV-36489500007,11/6/2018,12,63,9,2.37,679,229,7,17080
INV-36318400011,11/6/2018,12,63,9,2.37,180,229,7,17098
INV-36606000020,11/6/2018,12,180,9,2.37,919,391,23,17107
INV-36603600038,11/6/2018,12,188.88,9,2.37,751,1038,21,17110
INV-36418900001,11/6/2018,12,144,9,2.37,523,786,8,17124
INV-36980700006,11/6/2018,12,332.88,9,2.37,707,406,22,17126
INV-36568700014,11/6/2018,12,72,9,2.37,291,152,12,17131
INV-36916800002,11/6/2018,12,96.84,9,2.37,320,339,14,17167
INV-36355000050,11/6/2018,12,157.56,9,2.37,265,565,6,17188
INV-37779200044,11/6/2018,12,419.64,9,2.37,348,689,88,17234
INV-37749200003,11/6/2018,12,59.64,9,2.37,991,112,9,17238
INV-37206400015,12/6/2018,12,60,9,2.37,1180,1215,93,17243
INV-37090100024,12/6/2018,12,280.32,9,2.37,1628,226,4,17273
INV-37585400027,12/6/2018,12,60,9,2.37,739,1215,93,17281
INV-37371300001,12/6/2018,12,180,9,2.37,427,391,23,17286
INV-37841000008,12/6/2018,12,108,9,2.37,1828,170,30,17319
INV-37206400006,12/6/2018,12,243,9,2.37,1180,266,22,17328
INV-37333400074,12/6/2018,12,207,9,2.37,374,59,9,17352
INV-37854700069,12/6/2018,12,152.88,9,2.37,108,3273,121,17368
INV-37107400094,12/6/2018,12,115.56,9,2.37,1,14,11,17430
INV-37283500007,12/6/2018,12,59.64,9,2.37,1329,112,9,17455
INV-37327200027,12/6/2018,12,72,9,2.37,1798,167,12,17479
INV-37776100002,12/6/2018,12,377.88,9,2.37,685,727,26,17498
INV-37796400058,12/6/2018,12,495,9,2.37,465,508,22,17516
INV-37954400083,12/6/2018,12,153,9,2.37,82,2787,8,17529
INV-37571800045,12/6/2018,12,188.88,9,2.37,984,780,21,17533
INV-37722900019,12/6/2018,12,252,9,2.37,1624,2339,11,17553
INV-37854600003,12/6/2018,12,396,9,2.37,375,1075,1,17586
INV-37107900053,12/6/2018,12,62.28,9,2.37,123,1181,7,17592
INV-37751600006,12/6/2018,12,180,9,2.37,648,391,23,17618
INV-38220900023,12/6/2018,12,195,9,2.37,518,1260,11,17674
INV-38452200085,12/6/2018,12,180,9,2.37,174,1740,68,17694
INV-38787700006,13/6/2018,12,199.32,9,2.37,784,273,11,17778
INV-38597900016,13/6/2018,12,180,9,2.37,108,2582,68,17790
INV-38316200012,13/6/2018,12,59.64,9,2.37,778,112,9,17796
INV-38530900090,13/6/2018,12,148.56,9,2.37,341,590,6,17802
INV-38838700011,13/6/2018,12,126,9,2.37,1060,158,1,17822
INV-38325100192,13/6/2018,12,261,9,2.37,169,1983,88,17831
INV-38373300021,13/6/2018,12,60.84,9,2.37,198,1215,93,17833
INV-38395900021,13/6/2018,12,495,9,2.37,1844,508,22,17839
INV-38547500001,13/6/2018,12,63,9,2.37,43,229,7,17845
INV-38389500020,13/6/2018,12,162,9,2.37,366,88,12,17860
INV-38638700020,13/6/2018,12,234,9,2.37,373,431,25,17881
INV-38629800139,13/6/2018,12,90,9,2.37,492,480,12,17899
INV-38513800026,13/6/2018,12,162.24,9,2.37,93,759,28,17907
INV-38046400003,13/6/2018,12,253.8,9,2.37,470,386,52,17945
INV-38140700029,13/6/2018,12,243,9,2.37,165,62,8,17953
INV-38064300026,13/6/2018,12,126,9,2.37,1598,158,1,17961
INV-38223800024,13/6/2018,12,325.68,9,2.37,437,30,14,17965
INV-38751700022,13/6/2018,12,243,9,2.37,602,62,8,17985
INV-38595200028,13/6/2018,12,332.88,9,2.37,585,406,22,18009
INV-38177600038,13/6/2018,12,126,9,2.37,15,282,1,18015
INV-38090200003,13/6/2018,12,148.68,9,2.37,134,938,22,18017
INV-38039300018,13/6/2018,12,280.32,9,2.37,247,275,4,18039
INV-38770100023,13/6/2018,12,180,9,2.37,919,391,23,18050
INV-38171600004,13/6/2018,12,117,9,2.37,17,246,8,18054
INV-38391300013,14/6/2018,12,180,9,2.37,639,391,23,18056
INV-38099400002,14/6/2018,12,84.12,9,2.37,974,128,16,18058
INV-39429300020,14/6/2018,12,163.68,9,2.37,85,843,41,18071
INV-38946400096,14/6/2018,12,199.32,9,2.37,229,273,11,18110
INV-39679500011,14/6/2018,12,449.64,9,2.37,731,377,19,18137
INV-39516600001,14/6/2018,12,126,9,2.37,1874,158,1,18145
INV-39392700020,14/6/2018,12,99,9,2.37,828,253,12,18193
INV-39632800037,14/6/2018,12,180,9,2.37,247,391,23,18198
INV-39076200149,14/6/2018,12,90,9,2.37,118,1377,12,18242
INV-39425200012,14/6/2018,12,404.88,9,2.37,721,1373,4,18243
INV-39227900014,14/6/2018,12,148.68,9,2.37,108,669,22,18258
INV-39562200057,14/6/2018,12,117,9,2.37,443,246,8,18259
INV-39155000021,14/6/2018,12,60.84,9,2.37,1882,1215,93,18261
INV-39146100008,14/6/2018,12,225,9,2.37,50,1047,8,18298
INV-39427600019,14/6/2018,12,377.88,9,2.37,108,727,26,18316
INV-39704700011,14/6/2018,12,180,9,2.37,667,391,23,18326
INV-39380100002,14/6/2018,12,180,9,2.37,926,391,23,18364
INV-39004700010,15/6/2018,12,180,9,2.37,66,63,18,18385
INV-39206000014,15/6/2018,12,180,9,2.37,706,391,23,18401
INV-38993900003,15/6/2018,12,449.64,9,2.37,458,377,19,18406
INV-39488300081,15/6/2018,12,62.28,9,2.37,341,1181,7,18443
INV-39363700008,15/6/2018,12,180,9,2.37,1596,391,23,18451
INV-38939200018,15/6/2018,12,198,9,2.37,798,3379,1,18459
INV-39087300008,15/6/2018,12,495,9,2.37,1571,508,22,18477
INV-40283000012,15/6/2018,12,63,9,2.37,1265,205,7,18484
INV-40543800061,15/6/2018,12,92.76,9,2.37,53,2470,1,18502
INV-39753700013,15/6/2018,12,199.32,9,2.37,593,273,11,18503
INV-39898800023,15/6/2018,12,148.56,9,2.37,1365,590,6,18510
INV-39729200068,15/6/2018,12,180,9,2.37,169,2582,68,18543
INV-40108400010,15/6/2018,12,148.68,9,2.37,707,630,22,18557
INV-40547900050,15/6/2018,12,144,9,2.37,1893,2106,41,18566
INV-39968900050,15/6/2018,12,119.88,9,2.37,183,2868,109,18588
INV-40188000004,15/6/2018,12,60.84,9,2.37,1844,1215,93,18597
INV-40418600009,15/6/2018,12,180,9,2.37,573,391,23,18598
INV-39845800002,15/6/2018,12,83.16,9,2.37,532,797,11,18607
INV-39889400033,15/6/2018,12,449.64,9,2.37,1493,377,19,18609
INV-40304300025,18/6/2018,12,148.68,9,2.37,64,938,22,18634
INV-39964200015,18/6/2018,12,280.32,9,2.37,372,275,4,18639
INV-39967500002,18/6/2018,12,180,9,2.37,712,391,23,18641
INV-39988400055,18/6/2018,12,495,9,2.37,26,508,22,18664
INV-40555800086,18/6/2018,12,288,9,2.37,108,544,14,18688
INV-39871900010,18/6/2018,12,63,9,2.37,1065,205,7,18710
INV-40436600003,18/6/2018,12,153,9,2.37,281,633,12,18723
INV-39728800009,18/6/2018,12,180,9,2.37,1227,391,23,18727
INV-39795100011,18/6/2018,12,126,9,2.37,371,158,1,18734
INV-40518100030,18/6/2018,12,280.32,9,2.37,1227,2060,4,18736
INV-39797400001,18/6/2018,12,234,9,2.37,945,431,25,18753
INV-40043600051,18/6/2018,12,404.88,9,2.37,70,1373,4,18755
INV-39760900012,18/6/2018,12,63,9,2.37,443,1231,12,18767
INV-39901800016,18/6/2018,12,261.24,9,2.37,713,45,17,18795
INV-40254300008,18/6/2018,12,243,9,2.37,1414,62,8,18796
INV-39870300135,18/6/2018,12,199.32,9,2.37,238,215,11,18807
INV-40192600002,18/6/2018,12,261,9,2.37,66,176,88,18816
INV-40571600014,18/6/2018,12,180,9,2.37,1584,391,23,18827
INV-40277400005,18/6/2018,12,62.88,9,2.37,406,2927,93,18830
INV-40403100002,18/6/2018,12,180,9,2.37,856,391,23,18893
INV-40639700002,19/6/2018,12,417.12,9,2.37,85,3455,128,18964
INV-40646200001,19/6/2018,12,280.32,9,2.37,756,275,4,18967
INV-40654200011,19/6/2018,12,63,9,2.37,1923,229,7,18983
INV-40723100071,19/6/2018,12,253.8,9,2.37,341,386,52,18986
INV-40764900034,19/6/2018,12,253.8,9,2.37,506,386,52,18999
INV-40767200003,19/6/2018,12,377.88,9,2.37,144,727,26,19000
INV-41173900011,19/6/2018,12,108,9,2.37,867,170,30,19009
INV-40707300025,19/6/2018,12,153,9,2.37,387,633,12,19019
INV-41136000032,19/6/2018,12,243,9,2.37,1271,537,11,19033
INV-41414100082,19/6/2018,12,243,9,2.37,174,62,8,19049
INV-40644300131,19/6/2018,12,225,9,2.37,300,2048,50,19052
INV-41075800051,19/6/2018,12,171.24,9,2.37,305,2228,73,19062
INV-41285200018,19/6/2018,12,126,9,2.37,228,158,1,19091
INV-40791400009,19/6/2018,12,59.64,9,2.37,1852,112,9,19099
INV-40881200028,19/6/2018,12,189,9,2.37,32,1028,88,19124
INV-40994300002,19/6/2018,12,180,9,2.37,1485,391,23,19153
INV-40945000068,19/6/2018,12,199.32,9,2.37,21,273,11,19155
INV-40607500001,19/6/2018,12,162,9,2.37,767,88,12,19156
INV-40807200006,19/6/2018,12,188.16,9,2.37,500,878,11,19162
INV-40701900036,19/6/2018,12,162.36,9,2.37,83,3056,1,19165
INV-40873300017,19/6/2018,12,162.36,9,2.37,354,3482,1,19179
INV-40832800082,19/6/2018,12,270,9,2.37,338,1983,88,19217
INV-40867000022,20/6/2018,12,449.64,9,2.37,731,377,19,19222
INV-41189800020,20/6/2018,12,162.36,9,2.37,346,2351,1,19231
INV-40941000018,20/6/2018,12,63,9,2.37,674,237,12,19239
INV-41071100010,20/6/2018,12,247.56,9,2.37,133,2762,11,19262
INV-41110800112,20/6/2018,12,126,9,2.37,118,158,1,19265
INV-41005100006,20/6/2018,12,59.64,9,2.37,822,112,9,19271
INV-41165200001,20/6/2018,12,243,9,2.37,169,2304,22,19304
INV-40798300003,20/6/2018,12,162,9,2.37,72,88,12,19305
INV-41434300018,20/6/2018,12,117,9,2.37,34,246,8,19317
INV-41600600008,20/6/2018,12,268.92,9,2.37,85,2537,25,19325
INV-41803600009,20/6/2018,12,504,9,2.37,269,508,22,19345
INV-42432700001,20/6/2018,12,252,9,2.37,1632,262,88,19348
INV-42285800015,20/6/2018,12,62.88,9,2.37,1890,2927,93,19366
INV-41779000001,20/6/2018,12,180,9,2.37,937,391,23,19368
INV-42109600145,20/6/2018,12,72,9,2.37,147,412,12,19376
INV-42253300015,20/6/2018,12,162,9,2.37,753,88,12,19382
INV-42389000007,20/6/2018,12,179.88,9,2.37,1661,3169,27,19408
INV-41878700050,20/6/2018,12,342,9,2.37,85,3515,130,19452
INV-42330200015,20/6/2018,12,98.64,9,2.37,346,243,12,19455
INV-42162100003,20/6/2018,12,72,9,2.37,1892,512,12,19458
INV-41514600018,20/6/2018,12,279,9,2.37,82,1014,88,19487
INV-42296300011,20/6/2018,12,148.56,9,2.37,319,1938,22,19488
INV-41697000027,21/6/2018,12,243,9,2.37,659,62,8,19506
INV-41611200029,21/6/2018,12,280.32,9,2.37,468,275,4,19517
INV-41724300003,21/6/2018,12,720.24,9,2.37,133,1128,40,19560
INV-41979100066,21/6/2018,12,199.32,9,2.37,338,273,11,19572
INV-41776100044,21/6/2018,12,126,9,2.37,570,158,1,19579
INV-41689400003,21/6/2018,12,280.32,9,2.37,294,275,4,19594
INV-41619600063,21/6/2018,12,148.56,9,2.37,645,331,22,19611
INV-41694600008,21/6/2018,12,504,9,2.37,26,508,22,19624
INV-42148300022,21/6/2018,12,180,9,2.37,585,63,18,19640
INV-42098700024,21/6/2018,12,180,9,2.37,385,391,23,19647
INV-42364700031,21/6/2018,12,243,9,2.37,349,266,22,19661
INV-41528600002,21/6/2018,12,180,9,2.37,1304,391,23,19702
INV-41894500008,21/6/2018,12,207,9,2.37,17,59,9,19722
INV-42322300040,21/6/2018,12,99,9,2.37,468,203,12,19739
INV-42989700077,21/6/2018,12,233.28,9,2.37,325,2621,77,19748
INV-42862400004,21/6/2018,12,59.64,9,2.37,1697,112,9,19750
INV-42938100064,21/6/2018,12,181.32,9,2.37,214,894,1,19762
INV-43346300022,21/6/2018,12,180,9,2.37,261,2507,33,19763
INV-42504900013,21/6/2018,12,225,9,2.37,370,1047,8,19787
INV-42597300056,22/6/2018,12,198,9,2.37,443,1898,12,19789
INV-42816300089,22/6/2018,12,162.36,9,2.37,492,1709,1,19797
INV-42584000038,22/6/2018,12,99,9,2.37,33,253,12,19808
INV-43266200017,22/6/2018,12,63,9,2.37,342,205,7,19819
INV-43237400015,22/6/2018,12,144,9,2.37,1892,324,12,19826
INV-43133200014,22/6/2018,12,148.68,9,2.37,587,78,22,19835
INV-42987000008,22/6/2018,12,449.64,9,2.37,287,377,19,19846
INV-42925600021,25/6/2018,12,280.32,9,2.37,1016,209,4,19878
INV-43121700011,25/6/2018,12,180,9,2.37,1170,391,23,19882
INV-42585800014,25/6/2018,12,280.32,9,2.37,310,226,4,19899
INV-43137000002,25/6/2018,12,189,9,2.37,1117,1028,88,19928
INV-43360600010,25/6/2018,12,280.32,9,2.37,216,226,4,19935
INV-43368300020,25/6/2018,12,270,9,2.37,867,406,22,19964
INV-42485900065,25/6/2018,12,225,9,2.37,770,2048,50,20000
INV-42621700027,25/6/2018,12,117,9,2.37,1636,246,8,20020
INV-43164000220,25/6/2018,12,295.8,9,2.37,345,3178,25,20024
INV-43383400071,25/6/2018,12,148.56,9,2.37,770,1938,22,20043
INV-42994100010,25/6/2018,12,280.32,9,2.37,168,226,4,20062
INV-42871500113,25/6/2018,12,279,9,2.37,377,127,18,20076
INV-43279100019,25/6/2018,12,285.12,9,2.37,230,2752,18,20092
INV-42896500005,25/6/2018,12,99,9,2.37,494,203,12,20094
INV-43007800001,25/6/2018,12,252,9,2.37,289,262,88,20106
INV-43322500032,25/6/2018,12,72,9,2.37,434,740,12,20119
INV-43356800007,25/6/2018,12,280.32,9,2.37,256,275,4,20127
INV-43042400091,25/6/2018,12,522,9,2.37,203,2720,22,20144
INV-42659800032,25/6/2018,12,90,9,2.37,211,1318,12,20152
INV-42957000141,25/6/2018,12,198,9,2.37,238,376,22,20158
INV-14162600009,25/6/2018,12,60.72,9,2.37,933,490,7,3023
INV-14194100075,25/6/2018,12,60.72,9,2.37,203,490,7,3166
INV-14088300008,25/6/2018,12,60.72,9,2.37,967,490,7,3308
INV-14722000048,25/6/2018,12,60.72,9,2.37,131,490,7,3367
INV-14249000003,26/6/2018,12,60.72,9,2.37,765,12,7,3371
INV-15181600013,26/6/2018,12,60.72,9,2.37,274,12,7,3919
INV-14795500012,26/6/2018,12,60.72,9,2.37,904,12,7,4148
INV-16420100086,26/6/2018,12,60.72,9,2.37,31,490,7,4624
INV-16044700004,26/6/2018,12,60.72,9,2.37,1107,950,2,4796
INV-16669600025,26/6/2018,12,60.72,9,2.37,127,490,7,4923
INV-16771200007,26/6/2018,12,60.72,9,2.37,717,12,7,5098
INV-17681100029,26/6/2018,12,60.72,9,2.37,247,12,7,5644
INV-17632600019,26/6/2018,12,60.72,9,2.37,336,490,7,5695
INV-17565100020,26/6/2018,12,60.72,9,2.37,185,12,7,5728
INV-17858100035,26/6/2018,12,60.72,9,2.37,526,490,7,6033
INV-18123800062,26/6/2018,12,60.72,9,2.37,64,12,7,6078
INV-17915200001,26/6/2018,12,60.72,9,2.37,1208,12,7,6292
INV-18742600070,26/6/2018,12,60.72,9,2.37,203,490,7,6531
INV-18564100006,26/6/2018,12,60.72,9,2.37,764,611,2,6566
INV-18529600026,26/6/2018,12,60.72,9,2.37,721,12,7,6613
INV-19736800003,26/6/2018,12,60.72,9,2.37,702,611,2,6766
INV-20138000013,26/6/2018,12,60.72,9,2.37,1094,12,7,7278
INV-20290500027,26/6/2018,12,60.72,9,2.37,481,12,7,7539
INV-20855800002,26/6/2018,12,60.72,9,2.37,152,490,7,7747
INV-20719200004,26/6/2018,12,60.72,9,2.37,95,611,2,7760
INV-20686300011,26/6/2018,12,60.72,9,2.37,1078,490,7,7898
INV-20867800014,26/6/2018,12,60.72,9,2.37,1053,12,7,7903
INV-21421700002,27/6/2018,12,60.72,9,2.37,1339,490,7,8026
INV-21343000028,27/6/2018,12,60.72,9,2.37,728,950,2,8107
INV-21892300010,27/6/2018,12,60.72,9,2.37,505,611,2,8444
INV-21998100016,27/6/2018,12,60.72,9,2.37,602,12,7,8558
INV-21673900019,27/6/2018,12,60.72,9,2.37,720,490,7,8705
INV-22408100016,27/6/2018,12,60.72,9,2.37,810,12,7,8951
INV-22578700014,27/6/2018,12,60.72,9,2.37,160,950,2,9153
INV-22415100006,27/6/2018,12,60.72,9,2.37,364,611,2,9194
INV-23367100018,27/6/2018,12,60.72,9,2.37,1307,950,2,9585
INV-23627600073,27/6/2018,12,60.72,9,2.37,47,12,7,9851
INV-24213500035,27/6/2018,12,60.72,9,2.37,239,490,7,9938
INV-24857100014,27/6/2018,12,60.72,9,2.37,587,12,7,10240
INV-24528000013,27/6/2018,12,60.72,9,2.37,1329,12,7,10436
INV-24405300061,27/6/2018,12,60.72,9,2.37,47,12,7,10484
INV-25366900002,27/6/2018,12,60.72,9,2.37,712,490,7,10707
INV-25183800026,27/6/2018,12,60.72,9,2.37,791,490,7,10718
INV-25237500028,27/6/2018,12,60.72,9,2.37,26,490,7,10916
INV-25972500008,27/6/2018,12,60.72,9,2.37,1506,611,2,10977
INV-25767500034,27/6/2018,12,60.72,9,2.37,430,490,7,11139
INV-26217300008,27/6/2018,12,60.72,9,2.37,1520,611,2,11305
INV-26500400002,27/6/2018,12,60.72,9,2.37,117,12,7,11645
INV-26811800003,27/6/2018,12,60.72,9,2.37,856,611,2,11743
INV-27317300100,28/6/2018,12,60.72,9,2.37,11,12,7,12179
INV-27904500058,28/6/2018,12,60.72,9,2.37,497,490,7,12209
INV-28499600030,28/6/2018,12,60.72,9,2.37,193,490,7,12728
INV-28734100004,28/6/2018,12,60.72,9,2.37,21,950,2,12731
INV-29126200006,28/6/2018,12,60.72,9,2.37,999,611,2,12762
INV-28754900021,28/6/2018,12,60.72,9,2.37,1534,611,2,13018
INV-31343400004,28/6/2018,12,60.72,9,2.37,259,490,7,14006
INV-31055100129,28/6/2018,12,60.72,9,2.37,506,490,7,14008
INV-32573400028,28/6/2018,12,60.72,9,2.37,645,12,7,15046
INV-33640300013,28/6/2018,12,60.72,9,2.37,674,950,2,15473
INV-34427600004,28/6/2018,12,60.72,9,2.37,784,611,2,15623
INV-34366300026,28/6/2018,12,60.72,9,2.37,1373,611,2,15750
INV-36050200046,28/6/2018,12,60.72,9,2.37,1579,950,2,16433
INV-37373600016,28/6/2018,12,60.72,9,2.37,751,12,7,17313
INV-37949400010,28/6/2018,12,60.72,9,2.37,1747,490,7,17390
INV-37506500038,28/6/2018,12,60.72,9,2.37,1522,12,7,17521
INV-37364600104,28/6/2018,12,60.72,9,2.37,447,950,2,17540
INV-39876600031,28/6/2018,12,60.72,9,2.37,93,490,7,18550
INV-40537800040,28/6/2018,12,60.72,9,2.37,7,490,7,18835
INV-41270600006,28/6/2018,12,60.72,9,2.37,206,490,7,18963
INV-41283300021,28/6/2018,12,60.72,9,2.37,209,12,7,18971
INV-40692900007,28/6/2018,12,60.72,9,2.37,274,12,7,19233
INV-42563300038,28/6/2018,12,60.72,9,2.37,693,490,7,19801
INV-43430800006,28/6/2018,12,60.72,9,2.37,225,12,7,20117
INV-13621400001,28/6/2018,12,135,9,2.37,649,419,8,3027
INV-13612000009,28/6/2018,12,135,9,2.37,166,684,22,3345
INV-15079800002,28/6/2018,12,135,9,2.37,265,786,8,3864
INV-15223100052,29/6/2018,12,135,9,2.37,265,685,8,3978
INV-15642900057,29/6/2018,12,135,9,2.37,255,525,12,4331
INV-15938000054,29/6/2018,12,135,9,2.37,158,324,12,4375
INV-16236500023,29/6/2018,12,135,9,2.37,912,684,22,4856
INV-17048600015,29/6/2018,12,135,9,2.37,179,419,8,5184
INV-17220100016,29/6/2018,12,135,9,2.37,1008,419,8,5264
INV-17754800019,29/6/2018,12,135,9,2.37,255,324,12,5874
INV-18123100050,29/6/2018,12,135,9,2.37,345,525,12,6053
INV-18178100026,29/6/2018,12,135,9,2.37,833,623,8,6111
INV-17932500011,29/6/2018,12,135,9,2.37,1213,419,8,6128
INV-17872500007,29/6/2018,12,135,9,2.37,694,419,8,6241
INV-18516400094,29/6/2018,12,135,9,2.37,195,324,12,6338
INV-19718800025,29/6/2018,12,135,9,2.37,255,324,12,6811
